id,landmark_id,label,split
bf72085dd64a1b84,138982,0,train
c1448b43413315b8,138982,0,train
c48b86422cad7c58,138982,0,train
c759b85a1d898169,138982,0,train
c8fbd86a5aae5515,138982,0,train
cf5a2b8a08a5e5b3,138982,0,train
d3462854043f6d3f,138982,0,train
d8d0563d43dc58ca,138982,0,train
db11ddc6d14af3fa,138982,0,train
e98b364d01acb3b4,138982,0,train
ea103092d1d5c49f,138982,0,train
efee3ec29b3309f4,138982,0,train
f1007e9ec49d348d,138982,0,train
f49d22566f41e2bc,138982,0,train
f5f9c82a3d3c78cb,138982,0,train
f6f163a83680deab,138982,0,train
fe59790e075518f7,138982,0,train
167e9b46e0aa89b2,138982,0,val
39e1d239c70f3a54,138982,0,val
560e5504106f9849,138982,0,val
773cf244ef120ef1,138982,0,val
94b0b7aa8054fece,138982,0,val
aa9ed77b8f3fa702,138982,0,val
b993546d39c82327,138982,0,val
cb1b1e9d59923d9a,138982,0,val
5a7c0f41b1beb91c,126637,1,test
5e8e3c2ec5503be4,126637,1,test
7acb4d8f2cd8bac8,126637,1,test
a7520574348ff54f,126637,1,test
ad121809b74fd23e,126637,1,test
e28da56547d6f2d2,126637,1,test
e62fdbc5cbb27008,126637,1,test
fa529fb1ca42163d,126637,1,test
02bfb44bf2470fdd,126637,1,train
0962f9e184de5a5c,126637,1,train
0a5ebe0c62a7000b,126637,1,train
0c4df1b33f00fd01,126637,1,train
0c8b6da29adb44f8,126637,1,train
0fdd3fbdd0a2213f,126637,1,train
144832dbda74f43f,126637,1,train
1a0b889aa22d23f7,126637,1,train
1b123c00f22907e5,126637,1,train
1c18806aebeeb48b,126637,1,train
204a96a0cbd219f9,126637,1,train
21b5d3af8c52da63,126637,1,train
24e19bb3ac4c651c,126637,1,train
292b466a0fbe5b6f,126637,1,train
29480aadabeafdf4,126637,1,train
3024f36923014383,126637,1,train
3307009b37872778,126637,1,train
33f8c867e22c0848,126637,1,train
3b82a1ccccc11209,126637,1,train
3c90f61ee193ed67,126637,1,train
3cf240128a560da3,126637,1,train
405a14073d792344,126637,1,train
43e89938e0d46e3c,126637,1,train
46d80b1109759918,126637,1,train
473f3c000a316148,126637,1,train
4daa05e6f0348565,126637,1,train
500a2e49f6949505,126637,1,train
574fe5be047eebd0,126637,1,train
57d904a0dd5495da,126637,1,train
5ae49179ec49720e,126637,1,train
5b8f2bdb417503b2,126637,1,train
5cc62c728d3498d9,126637,1,train
5d38cb757fb12e9f,126637,1,train
62fc1a2f49a586ba,126637,1,train
63fdacae6a6512c4,126637,1,train
683f255143c0f4c5,126637,1,train
68be6d5f408cc965,126637,1,train
6c9b7a7c4076eae5,126637,1,train
71aaf4ba5f66892b,126637,1,train
74795dc068e5bd97,126637,1,train
7d7047a101d27ece,126637,1,train
88c0f1f78cdd9f7c,126637,1,train
8e612cf0b300f68e,126637,1,train
95caff6fb86d7f81,126637,1,train
972ca800d2beebe4,126637,1,train
98b4cecadfa9fcb0,126637,1,train
ac7f62dc0c9bea8d,126637,1,train
b4ea1bc3855bef3f,126637,1,train
b763a4d3a578df52,126637,1,train
b98e9d75776d18d9,126637,1,train
bd9a0efcdae7a375,126637,1,train
bdd4324c93a4e566,126637,1,train
bed8d0f2a5733473,126637,1,train
bfe9cae6fb50460f,126637,1,train
c4c889fd21d15665,126637,1,train
c6665ad278ce6258,126637,1,train
cddf2bd98e3653d1,126637,1,train
d5ee55c0ae683198,126637,1,train
d7b91f12bcf8dd31,126637,1,train
d7f1f6847f7cd61f,126637,1,train
e33f701dc81b742c,126637,1,train
f4dd1de3e2f7c0c3,126637,1,train
f5b1cf1a747ef772,126637,1,train
f7810b34bad3d300,126637,1,train
1517a9283f6a2e53,126637,1,val
250e30cff2728fe9,126637,1,val
5a01d5b96c2cd692,126637,1,val
7a0520191ae19154,126637,1,val
8d20b820c6518fea,126637,1,val
9130b5c70d56089c,126637,1,val
91dec902907eee3f,126637,1,val
c747b0de847f426b,126637,1,val
04e12032ce67da90,20409,2,test
04ff8482463124b1,20409,2,test
443f0d9a41da1b47,20409,2,test
86a3898b7618292a,20409,2,test
8ae9e9160cd1f18b,20409,2,test
ba1b5d045cfa1a5b,20409,2,test
bba983535b04ec66,20409,2,test
faf43dfc09aeb64f,20409,2,test
0346beb9a2136988,20409,2,train
0459b443cffdc608,20409,2,train
0aa0606c9e208795,20409,2,train
19b1e2599b9605c1,20409,2,train
1c003dadc5963cb2,20409,2,train
22a890376fcd8c7e,20409,2,train
303a67da6fb8a016,20409,2,train
3377ce166b2522ba,20409,2,train
350ea5f24e7c3967,20409,2,train
379278c25688dba5,20409,2,train
3a9bc1b97ab88f8b,20409,2,train
40cfe319e10bc466,20409,2,train
44a91014961c0cfd,20409,2,train
44e7b5bfea62594e,20409,2,train
4957eb2b8b8383dc,20409,2,train
5823e1eaf80884f1,20409,2,train
5abd1f30f2e36fed,20409,2,train
5ae21025f3a1a3cb,20409,2,train
5d6de818c839b68d,20409,2,train
5ee0b3b71a4ac775,20409,2,train
665401274d691fd6,20409,2,train
694f67ae321fd09f,20409,2,train
6f0b9e96e9fbd77d,20409,2,train
71e3282082b2007e,20409,2,train
75d5d4d36faa604f,20409,2,train
7b17b0ce683d3f5f,20409,2,train
86a24fae854a118d,20409,2,train
929b449e7c141bb9,20409,2,train
949dfa2771c86179,20409,2,train
981e086da813d68f,20409,2,train
9db6d87e17e150e0,20409,2,train
9ef52cd9826af739,20409,2,train
9ffb1c3d0bd73d2d,20409,2,train
a20cde6fa087b4d1,20409,2,train
ae43643eaef7ffb2,20409,2,train
b09b532731812830,20409,2,train
b6e592dd6d232e60,20409,2,train
b76d6f56ad9f394c,20409,2,train
bd923de21be3bbc6,20409,2,train
c0f3083a63dc87f5,20409,2,train
c449207f4644bec6,20409,2,train
c595983bb3bf0267,20409,2,train
c8c5cf3fba8290fe,20409,2,train
c906d3bb6545b213,20409,2,train
cfb1de8d6d093247,20409,2,train
d0f4ec3080b80ee2,20409,2,train
d99fc38871c72697,20409,2,train
da2a9986e22d34bb,20409,2,train
dd8e81bea0725f23,20409,2,train
dda657a2baab8768,20409,2,train
e4a2a5a2447e7750,20409,2,train
e92e92e9a36fb6cb,20409,2,train
ea3a63d374a8b549,20409,2,train
eb1b0c2ac5687419,20409,2,train
eb81f2b1eab4a88f,20409,2,train
f00e4645979e72ca,20409,2,train
f2e904ac4c8f73f5,20409,2,train
f5fa4b3212f1748a,20409,2,train
f7546a445eb2c357,20409,2,train
f782291d06144ca6,20409,2,train
fb881c7118bd369f,20409,2,train
fbf08ee9b5ee1ceb,20409,2,train
fe3ba896753bddc3,20409,2,train
fff7786c074b5729,20409,2,train
4c7d855803526279,20409,2,val
5dacf13a396ecbb3,20409,2,val
b3955073ba1e6fe6,20409,2,val
be65f45cb687d555,20409,2,val
c2cf41025a7a80d7,20409,2,val
c8efdb0d92b1c8a2,20409,2,val
eb8ef71045f3e6e1,20409,2,val
eb928833421a7381,20409,2,val
527853e5298ddbe5,83144,3,test
6a91189460facc77,83144,3,test
6dfb4088e233781b,83144,3,test
7f472a12af46a0b6,83144,3,test
9980eb07f04585a8,83144,3,test
ac97aa031d666746,83144,3,test
ae6445d9314f5d8e,83144,3,test
bf8e0ad81443f17c,83144,3,test
01f730f20937756e,83144,3,train
03257c63531c038d,83144,3,train
0d5b69646a9bec29,83144,3,train
0e7a16d53ed9ddb5,83144,3,train
13595aff5ef1f0d8,83144,3,train
15e7ca795bbb2b40,83144,3,train
1651ec636141cf63,83144,3,train
16781d9efe093ea5,83144,3,train
172eaa2570fe7f5e,83144,3,train
17734f8780e589c4,83144,3,train
19fb64e3c0e55c02,83144,3,train
1b0023312892aef8,83144,3,train
1c65370f5238f4ca,83144,3,train
22cc13b60068feaa,83144,3,train
242cee6e365c1995,83144,3,train
267e6ff110e9efa9,83144,3,train
2b2cc79db8960120,83144,3,train
300538e34f8958a4,83144,3,train
32800afb1d589a24,83144,3,train
33ef4b3afa4045b0,83144,3,train
3ac84855d6c02568,83144,3,train
415be6325ba76fa0,83144,3,train
4456d7152b5c8c9e,83144,3,train
466d4e3ac9bab200,83144,3,train
47f476381c58e95c,83144,3,train
48e935721bb9ec30,83144,3,train
49ed4f9d522a2184,83144,3,train
4c38bc5cd5f08afa,83144,3,train
4c91a34b04b623c5,83144,3,train
4df537f5ba808662,83144,3,train
4e0ce7cffdb82c12,83144,3,train
5b3d05d575f4c7ec,83144,3,train
61be0ddc3c311484,83144,3,train
6412cbeb38009a71,83144,3,train
6604b6aee5bf8183,83144,3,train
70f0bee5f4245e5d,83144,3,train
75a5a7d309d05878,83144,3,train
7818da2b109b9680,83144,3,train
7d07289e896b3807,83144,3,train
7f9d97f4cca17390,83144,3,train
85fe1e5a437dbc07,83144,3,train
886371b9c3855c30,83144,3,train
936d7f47186c2440,83144,3,train
94b5fa26b28d96f2,83144,3,train
98707dd92d168a20,83144,3,train
9d9226c315c4de78,83144,3,train
9f1f4d699da3c563,83144,3,train
a57e0f27d8441145,83144,3,train
aaccc902707f117b,83144,3,train
ab6ceac62190d34f,83144,3,train
b1daa31712a39d72,83144,3,train
b9f1852d30f67cc4,83144,3,train
bd69e4550fb7625c,83144,3,train
c90813159ad2e01c,83144,3,train
ce1fc5ccedf0cc2c,83144,3,train
d4c2324bf9e13bbc,83144,3,train
d91c22dda88442bd,83144,3,train
de82031475779c85,83144,3,train
e5133bf8634926e7,83144,3,train
e590ee3e88f22155,83144,3,train
ea6de6ba3c434fb7,83144,3,train
ec19ee59f2b539a4,83144,3,train
f5012fdc5e9d31c6,83144,3,train
fc32105eb74dfe8c,83144,3,train
1242dcfed510429c,83144,3,val
13ee67568e6f5991,83144,3,val
1f19824f394550d7,83144,3,val
1f8241d8204ea585,83144,3,val
272a14c9f4ae92e5,83144,3,val
9e13475ddf0e6d40,83144,3,val
bf497fa5e4299de1,83144,3,val
fe01d933b6b303bd,83144,3,val
037fd64aa22f1e6e,113209,4,test
3ccb0ee4f3a3eccc,113209,4,test
44c3ca4fc2e041ce,113209,4,test
52642ff84f2ef25e,113209,4,test
91ba30c2c9c39ea8,113209,4,test
d1dbb534f2342a5a,113209,4,test
df7371b2c0725e2a,113209,4,test
dfb0cc293123bab5,113209,4,test
14da278ba40a3dd6,113209,4,train
15b9774a8110de22,113209,4,train
16e7429a5af1d6af,113209,4,train
178432006828d610,113209,4,train
18398db24a0b07f8,113209,4,train
2158b589c442d798,113209,4,train
21f0d3b26adba1d3,113209,4,train
2c9d1d5a19f75a5b,113209,4,train
2e5380bf529d2c40,113209,4,train
2eab75b1b0a0e9fb,113209,4,train
311cf212930e9b0e,113209,4,train
337b8eb57dadf669,113209,4,train
3726e303c4050ca7,113209,4,train
392225ffaebf01b7,113209,4,train
42638bc5fd163c43,113209,4,train
49703d0b21677e2a,113209,4,train
54815c11e0a8117c,113209,4,train
56fa7848c36a34c8,113209,4,train
5bd69659c44edc1e,113209,4,train
6133b08ce9b6f54d,113209,4,train
613db29de75b3a19,113209,4,train
657800c5f5373ac8,113209,4,train
6c2af412fc386925,113209,4,train
6eeea8b7da9b8614,113209,4,train
73b144fe15a8c8d9,113209,4,train
7479f0897100d68c,113209,4,train
8037aa280a0d85b6,113209,4,train
80a954656f437216,113209,4,train
836c5e035e9462d2,113209,4,train
8b1a43c3b5d61c11,113209,4,train
8ecbec66ca903f0d,113209,4,train
8fffa7635a85b35a,113209,4,train
91ac5e40fc2c3c9f,113209,4,train
95f92c2f945582c8,113209,4,train
98d2affa41d08abc,113209,4,train
9c9f0b77ad06d93b,113209,4,train
9d3b3484e19b8993,113209,4,train
a57e9406b645a835,113209,4,train
ab8d2d1c182d3ec0,113209,4,train
b73ed8d55a232f81,113209,4,train
bc8e2823b0164fe7,113209,4,train
be72757e7a7ec79f,113209,4,train
c4582c681851556a,113209,4,train
c5142b469804f3be,113209,4,train
c53e87def4a4098c,113209,4,train
c8dc85ae806d5978,113209,4,train
cb7f02db6425df88,113209,4,train
cca575866c26b771,113209,4,train
ccedeff2ec67670c,113209,4,train
cd7b4b9821f4ac7e,113209,4,train
cf5d2678a7221ca2,113209,4,train
cf64dea565a9a8a2,113209,4,train
d0246b6a041ca11c,113209,4,train
d5f9abda5d7d3576,113209,4,train
d89903ad3d0f3ec5,113209,4,train
dc01623a1b808e1a,113209,4,train
e3931b372d72c019,113209,4,train
e538aa2cb7510bd9,113209,4,train
e5b0cffb10a9ab1b,113209,4,train
f30079b5423b3ddf,113209,4,train
f5dd08eaeefbb143,113209,4,train
f98ee8d076b8f715,113209,4,train
fb7f1aad93fefd78,113209,4,train
fee61b11fa7f6cfe,113209,4,train
2dc894232589f786,113209,4,val
a1fb2243e8cb8a91,113209,4,val
a282aad2dd78fa8b,113209,4,val
a69d96c9dbcaa36f,113209,4,val
af362b376279e954,113209,4,val
bc56b3c12db4bc57,113209,4,val
d7ca8bae09938885,113209,4,val
f437d8c86358354e,113209,4,val
1a482fcd8946daf2,177870,5,test
37a4e3572a9bf08c,177870,5,test
63a5b9abb6975edd,177870,5,test
6de5284339dea94f,177870,5,test
96d096b9e087130d,177870,5,test
9e6898dd346accf2,177870,5,test
bb560d2b8890259f,177870,5,test
d72ccf5bc94d1e1a,177870,5,test
069ffd63d3434d61,177870,5,train
0813252e426debc9,177870,5,train
09ddfe4667663688,177870,5,train
151814cce2a45508,177870,5,train
1c73c6845172320d,177870,5,train
1ed52839dcbcaede,177870,5,train
23cde943736737d3,177870,5,train
2703218a8f4ed43f,177870,5,train
27238253be85b9e2,177870,5,train
2c0d3621a8f95284,177870,5,train
3645f11e485f0878,177870,5,train
3971941ccaf8916f,177870,5,train
42003f235db25e2b,177870,5,train
423f18efb38c0ff7,177870,5,train
4268a6bc3e7c389f,177870,5,train
43446f79bd0851db,177870,5,train
4392de2bcd6e9b16,177870,5,train
4504c664707e9e6e,177870,5,train
49cf4968248e08d3,177870,5,train
5119ab0d9f4a3ef9,177870,5,train
54de56fe04be55f4,177870,5,train
5a72bc156fd24a14,177870,5,train
5b450f59e75b094d,177870,5,train
63c3c5e697c07204,177870,5,train
68f4913e26b87aab,177870,5,train
6a3f4b504717311c,177870,5,train
6bfed3080d164ef2,177870,5,train
71a900602c1c3975,177870,5,train
7a3f0bd9f7f0a56e,177870,5,train
818de3112c1a50ba,177870,5,train
8606b06839c00c7a,177870,5,train
86f0cfb8b5377796,177870,5,train
8878fe5a702f7f66,177870,5,train
90a8a9e79c4128ba,177870,5,train
aaa2aa4495c7883a,177870,5,train
ac06328d97d64c49,177870,5,train
add4885c68d7fadb,177870,5,train
aebbf53853e8f454,177870,5,train
b85c6a73f458680c,177870,5,train
ba848565b558e269,177870,5,train
baab49d5770d86a5,177870,5,train
c1d7d92ea7ce660e,177870,5,train
c4adea8304587f2e,177870,5,train
cb852cbbe719bcaa,177870,5,train
cc522f055975068d,177870,5,train
cc8449e33b793262,177870,5,train
cec16b81e322fd24,177870,5,train
d282c2f3d9299f0a,177870,5,train
d46d4ec1fde9e831,177870,5,train
d5457504d5375e4a,177870,5,train
d98159d4f6861cb5,177870,5,train
dccd696ba57901b3,177870,5,train
dd4c8956f61ccc3e,177870,5,train
e1d7300c65a280b8,177870,5,train
e71f4ebcec1210f9,177870,5,train
e83f5496f32d8c67,177870,5,train
e8800f0957c26648,177870,5,train
ea3b20dd91ebbed2,177870,5,train
edfa1018bcd26d6f,177870,5,train
eea337ede94800d9,177870,5,train
efd8e8cfc144add7,177870,5,train
f0f27a6eecdb7159,177870,5,train
f70c7a90db3ca5f3,177870,5,train
fc87385becf5a72a,177870,5,train
423b85fa66f61390,177870,5,val
4f7ea72f650642b0,177870,5,val
71a954248f00ccbf,177870,5,val
8e82344106a720c9,177870,5,val
abe9d2372f9fcaf7,177870,5,val
b2fcb1021ef7076b,177870,5,val
dd63d8b3d44d8ee7,177870,5,val
f4ca0cc884ff6e44,177870,5,val
2c61ac35e1e528dd,194914,6,test
2cbeb6dd6163f747,194914,6,test
41c5945f5997c574,194914,6,test
75fd7f59e23bb203,194914,6,test
85e383ee589e0fa0,194914,6,test
a62cf344102846a3,194914,6,test
b82eec1bfa939795,194914,6,test
eca8e4ced7edaac4,194914,6,test
0013283308ab535b,194914,6,train
006f5c974c19daf0,194914,6,train
05a887cc1f9c508f,194914,6,train
0a066dfb4acf516b,194914,6,train
0c4099af8b1b8d4b,194914,6,train
0d4a36d02268f649,194914,6,train
17c0220a1c3b38c3,194914,6,train
245f09caff3cb8fe,194914,6,train
2bec4f1ee7d527c2,194914,6,train
2c992c0b3255e335,194914,6,train
3e51c055d993dddc,194914,6,train
4a09284daa110351,194914,6,train
4b23ab961014b412,194914,6,train
5459564b0ec7a01a,194914,6,train
549391e4f3717b1d,194914,6,train
5fbc40675eeb5bea,194914,6,train
6b96112bb9bf4abf,194914,6,train
6bd90daa5bffb009,194914,6,train
6e16a3947027dfc0,194914,6,train
73fd5488e66272b1,194914,6,train
75edcbf3f128ed99,194914,6,train
7731bd8cb00de749,194914,6,train
776a184ef375cf65,194914,6,train
7e6c0f58ab8a0945,194914,6,train
80e776a3e2071cbe,194914,6,train
83583f7535d3a403,194914,6,train
84a41d01caaedd14,194914,6,train
88d2bdd253b2c676,194914,6,train
89e883aa991731b3,194914,6,train
8b76a37a801d67fd,194914,6,train
98d0a41a03a88d11,194914,6,train
9afe1667b1618a95,194914,6,train
9b6a90237bd8df0c,194914,6,train
9d1235d2d9c0e7b2,194914,6,train
a39bad37a4ec63b6,194914,6,train
a4aa219ca29463b3,194914,6,train
a4f5beeb101054b2,194914,6,train
a63df73c0f17193e,194914,6,train
a932c29ad10b68bc,194914,6,train
ad5cecc273834ffc,194914,6,train
b1fb3ab4659691c4,194914,6,train
b47ed0dbeba5c783,194914,6,train
bd43b90995649e1e,194914,6,train
bd9ac02c1da693d2,194914,6,train
c1ad93aa8547a3c0,194914,6,train
c4b9a854a6f1fe7a,194914,6,train
c6f0856b7c74b29e,194914,6,train
cabf801580dba2c1,194914,6,train
cba93a5cb1db5874,194914,6,train
cbbcc003a75f64b2,194914,6,train
ccd338920c7ba1ab,194914,6,train
cff9cd1a7da1e92a,194914,6,train
d0bda579004b8a18,194914,6,train
d233a323a1d4055b,194914,6,train
d6a05eb5822fca29,194914,6,train
dcf5ad1cabf15f62,194914,6,train
e0cef20655fe9f50,194914,6,train
e21aca8cd7176cd7,194914,6,train
e3f7345d2121e65b,194914,6,train
e7a358f4469e3d78,194914,6,train
e7bd77017a0b8bf1,194914,6,train
eac96e629db09791,194914,6,train
f24c8f3fbcff0ad3,194914,6,train
f9d624ae35a4f931,194914,6,train
0f03fb4af5285ec6,194914,6,val
2fe1c82adbf3b2a0,194914,6,val
49ca11cac401514b,194914,6,val
808b98431fe33a58,194914,6,val
a7a5b51bb0708c25,194914,6,val
b7e8d84ba9fc8c96,194914,6,val
f6b823952cc6587a,194914,6,val
fb1a8e083d1f9f9d,194914,6,val
004811e08f6e9d5b,149980,7,test
14b9772f9c12c518,149980,7,test
24dac65d287e2833,149980,7,test
2a1e0a7c8e733f3f,149980,7,test
58bffce36ee3aac4,149980,7,test
819ab6710efa2f84,149980,7,test
c73d2fdb610f9121,149980,7,test
f5ff28130fa98e51,149980,7,test
01e23a3b13c147b6,149980,7,train
02e412ecc3b49299,149980,7,train
040d7b4ca51b3af6,149980,7,train
121298a2274c220e,149980,7,train
1a1b5d37802a24ce,149980,7,train
22a0a1ec3b3905b6,149980,7,train
2a6a1090c749deb6,149980,7,train
2b2e1ab58d0a401f,149980,7,train
2fcad22197a89137,149980,7,train
3025c2e2ec7f8f77,149980,7,train
35d49b9015865ea5,149980,7,train
381b0a82e102c203,149980,7,train
3db573150675695d,149980,7,train
43965f2d1cad8f76,149980,7,train
44dfe7d447a732ee,149980,7,train
45214ff95fc34479,149980,7,train
45b2073360502562,149980,7,train
47c378341a4b325d,149980,7,train
49b3db0abd4943de,149980,7,train
505ecf30a2cf9ec1,149980,7,train
5533b54527931da3,149980,7,train
55a7ee877e8baf2e,149980,7,train
5c9968295f0438df,149980,7,train
6175407c58eb3741,149980,7,train
6cf05c07758126d8,149980,7,train
6f1b3387f1ef1f67,149980,7,train
8552e0f4e5b5c3d0,149980,7,train
8cd40dd42a20f922,149980,7,train
8cea1dfa9b024317,149980,7,train
8de1fcc29861cbb4,149980,7,train
961958dedc12dda7,149980,7,train
9d3bf3e64e72e72f,149980,7,train
9ec22d39d300a834,149980,7,train
9fc23278b6c30fa5,149980,7,train
9ff1516b03a762be,149980,7,train
a0ed7c6f9ec309ad,149980,7,train
a33c886581750068,149980,7,train
a4c1eddf81479636,149980,7,train
a92222cab239edf3,149980,7,train
ab0646b39e64a2f8,149980,7,train
add41ec488098716,149980,7,train
b00567dc83d68789,149980,7,train
b4a77bcfb0964a6a,149980,7,train
b8fe6db10d77c20f,149980,7,train
bd5faf0d19b25dff,149980,7,train
bdbc19d31f711fae,149980,7,train
c3e458d485f58ac1,149980,7,train
c823a434cf3f1a21,149980,7,train
ca360e68bb8a5b7f,149980,7,train
cf78bb34bd6c646b,149980,7,train
d0626dc455de7a8f,149980,7,train
d313bf79e7f39f42,149980,7,train
d55250b76c4494cc,149980,7,train
d7262e2c95d09ffd,149980,7,train
d866ee63a94accfd,149980,7,train
ddb1ccbbade6f83f,149980,7,train
e84e0207ababedaf,149980,7,train
e9ef9876a9ebc25d,149980,7,train
ea1c744fcc1d885b,149980,7,train
ea9356a4d7dd446a,149980,7,train
f58c9db9a9dd169e,149980,7,train
f5eacf10af639e7d,149980,7,train
f7c3b2a215cdac40,149980,7,train
f83319168641b154,149980,7,train
1c3e53884e8f4dda,149980,7,val
602e22a27417714b,149980,7,val
65df01e808b5f6b0,149980,7,val
7ee37009c59f10b7,149980,7,val
86592928ffc0e829,149980,7,val
bcd66b29851bf715,149980,7,val
f5df92d6a6f1a4f9,149980,7,val
fe75012c18e0847b,149980,7,val
1b215f9581868166,139894,8,test
3c149aaa695c221b,139894,8,test
50240e2c2afe91cd,139894,8,test
5ab74bbba1c98042,139894,8,test
5e21869c2e98dd68,139894,8,test
a9dffbb6bdc60aa6,139894,8,test
aec13cbe15a2df03,139894,8,test
f856fb1d0fbbfbf3,139894,8,test
0649f2cadfbf196c,139894,8,train
0a475b96aa27f48c,139894,8,train
149b479094a7f6c6,139894,8,train
14bc957e28fcead3,139894,8,train
16075cae2c0fbc0c,139894,8,train
26f99ec246981f51,139894,8,train
2eac57b4b0491533,139894,8,train
30985b3f48246d7e,139894,8,train
31ffcdcc07cb2153,139894,8,train
349599827e1462c4,139894,8,train
356268445eca4b22,139894,8,train
37b251bf1590d36d,139894,8,train
3848554297e4d7f5,139894,8,train
41cfd4e686a172ca,139894,8,train
4318904133d79985,139894,8,train
4444310e0432e06e,139894,8,train
486457ac7a1881f0,139894,8,train
4b2b39844cbaef85,139894,8,train
50e6e2fd14e6eeba,139894,8,train
54f86544eb8febb5,139894,8,train
5591425c1c07adcf,139894,8,train
5619fe10808e025a,139894,8,train
584a5399065d44bd,139894,8,train
5a484223cf5bde8c,139894,8,train
5a74c102530255b4,139894,8,train
63666bcd39d2ad3d,139894,8,train
6cde4abbc614a534,139894,8,train
749bd56bfff054d8,139894,8,train
74f8556877acc7a8,139894,8,train
7aafaf2ed2484706,139894,8,train
7ae7e9659ccbe3b1,139894,8,train
7beab05e3725d512,139894,8,train
7e4202e6fac729c6,139894,8,train
7fbe5aa5369879fe,139894,8,train
893468f6495542de,139894,8,train
8b265d5048186f7c,139894,8,train
8b435ca4dcf27525,139894,8,train
8f03fecf4c0b0a78,139894,8,train
90cf9e8b4a7181be,139894,8,train
9d9bd2f437eca582,139894,8,train
9e0e3686f3eceb14,139894,8,train
a3d83a3deaaad7c1,139894,8,train
a40eb14be5c35bbd,139894,8,train
b573cab4807a9e17,139894,8,train
b6d875edd91a4788,139894,8,train
b8d4eca1dcbbc3a1,139894,8,train
b9778d3cd3b7d85d,139894,8,train
ba45445a8fae4b96,139894,8,train
bea377846ae5725d,139894,8,train
c284696fa20bd38f,139894,8,train
c3dba3ec9ea90a27,139894,8,train
c702cfdf01b362a8,139894,8,train
c8fd0753cc4a9ebb,139894,8,train
d3bbda6157001532,139894,8,train
d60772fd13630122,139894,8,train
da00c0553e3cfc97,139894,8,train
da2707cb3802689a,139894,8,train
dd88608701511947,139894,8,train
de0fe6aabbfa9b42,139894,8,train
e2400b7d4a1d123d,139894,8,train
e857e451e416d78c,139894,8,train
eacabd56e0b29b71,139894,8,train
ee22a30248298c05,139894,8,train
fcf962017442f495,139894,8,train
4de08b62d643754b,139894,8,val
52fc26f3e184d742,139894,8,val
8be8870e794fb8e0,139894,8,val
af5c0f66c3db0268,139894,8,val
b00149ffa6995407,139894,8,val
c760ce31d45b7457,139894,8,val
cd8839f5b2601a23,139894,8,val
fe158fd0a691e0bf,139894,8,val
16251204860598d0,1924,9,test
22a1760c5baf8331,1924,9,test
68af607e8e92a79d,1924,9,test
8806eb245052a259,1924,9,test
98fc4fb1f0dbfece,1924,9,test
c705fd5ddd34f3e4,1924,9,test
d395795a9b75df0e,1924,9,test
f52c8124fcc4951c,1924,9,test
008315aa634e14b9,1924,9,train
01e828d2555f17a4,1924,9,train
02d9561d5358c860,1924,9,train
0367a77b587a5d26,1924,9,train
11251353d9c42da2,1924,9,train
133b9b42b519b6be,1924,9,train
1407308fb3a216de,1924,9,train
1a317598f3270680,1924,9,train
2287f4e845afc2c5,1924,9,train
2569aea1714f81f2,1924,9,train
26ec551b4d9499c3,1924,9,train
2733e963ae93bd31,1924,9,train
282be0dda4232d54,1924,9,train
2d8c6a3dbcd439b1,1924,9,train
337ccd9863a728f9,1924,9,train
34af155c85f71585,1924,9,train
