id,occlusion_ratio,n_detections,has_mask,cache_h,cache_w,orig_h,orig_w
33f8c867e22c0848,0.0,0,False,256,341,600,800
3b82a1ccccc11209,0.0,0,False,256,773,265,800
3c90f61ee193ed67,0.033553,39,True,256,341,600,800
3cf240128a560da3,0.006348,4,True,256,656,312,800
405a14073d792344,0.0,0,False,256,341,600,800
43e89938e0d46e3c,0.003643,4,True,256,341,600,800
46d80b1109759918,0.0,1,False,256,341,600,800
473f3c000a316148,0.0,0,False,256,341,600,800
4daa05e6f0348565,0.0,0,False,256,341,600,800
500a2e49f6949505,0.0,2,False,256,341,600,800
574fe5be047eebd0,0.080336,44,True,256,341,600,800
57d904a0dd5495da,0.156032,4,True,256,341,600,800
5ae49179ec49720e,0.0,0,False,256,656,312,800
5b8f2bdb417503b2,0.018638,3,True,256,341,600,800
5cc62c728d3498d9,0.0,0,False,256,341,600,800
5d38cb757fb12e9f,0.0,0,False,256,656,312,800
62fc1a2f49a586ba,0.0,0,False,256,341,600,800
63fdacae6a6512c4,0.0,4,False,256,341,600,800
683f255143c0f4c5,0.0,0,False,256,341,600,800
68be6d5f408cc965,0.046726,42,True,256,341,600,800
6c9b7a7c4076eae5,0.0,0,False,256,341,600,800
71aaf4ba5f66892b,0.0,0,False,256,341,600,800
74795dc068e5bd97,0.0,0,False,256,341,600,800
7d7047a101d27ece,0.027768,2,True,256,341,600,800
88c0f1f78cdd9f7c,0.0,0,False,120,800,120,800
8e612cf0b300f68e,0.006885,7,True,256,341,600,800
95caff6fb86d7f81,0.0,0,False,256,341,600,800
972ca800d2beebe4,0.003276,14,True,256,341,600,800
98b4cecadfa9fcb0,0.002005,8,True,256,341,600,800
ac7f62dc0c9bea8d,0.0,3,False,256,341,600,800
b4ea1bc3855bef3f,0.0,2,False,256,341,600,800
b763a4d3a578df52,0.012108,8,True,256,341,600,800
b98e9d75776d18d9,0.0,0,False,256,341,600,800
bd9a0efcdae7a375,0.0,0,False,256,656,312,800
bdd4324c93a4e566,0.012475,4,True,256,341,600,800
bed8d0f2a5733473,0.005098,25,True,256,341,600,800
bfe9cae6fb50460f,0.0,1,False,256,341,600,800
c4c889fd21d15665,0.240721,11,True,256,341,600,800
c6665ad278ce6258,0.049441,6,True,256,341,600,800
cddf2bd98e3653d1,0.0,1,False,256,341,600,800
d5ee55c0ae683198,0.0,1,False,256,341,600,800
d7b91f12bcf8dd31,0.011375,7,True,256,341,600,800
d7f1f6847f7cd61f,0.0,0,False,256,656,312,800
e33f701dc81b742c,0.0,1,False,256,457,448,800
f4dd1de3e2f7c0c3,0.004731,6,True,256,341,600,800
f5b1cf1a747ef772,0.0,0,False,256,341,600,800
f7810b34bad3d300,0.0,1,False,256,341,600,800
1517a9283f6a2e53,0.0,3,False,256,341,600,800
250e30cff2728fe9,0.010963,2,True,256,341,600,800
5a01d5b96c2cd692,0.0,1,False,256,341,600,800
7a0520191ae19154,0.0,0,False,256,656,312,800
8d20b820c6518fea,0.034183,4,True,256,341,600,800
9130b5c70d56089c,0.017893,27,True,256,341,600,800
91dec902907eee3f,0.0,1,False,256,341,600,800
c747b0de847f426b,0.0,3,False,256,341,600,800
04e12032ce67da90,0.0,0,False,256,341,600,800
04ff8482463124b1,0.0,0,False,256,341,600,800
443f0d9a41da1b47,0.0,2,False,256,341,600,800
86a3898b7618292a,0.0,3,False,406,256,800,504
8ae9e9160cd1f18b,0.0,1,False,341,256,800,600
ba1b5d045cfa1a5b,0.0,1,False,256,386,531,800
bba983535b04ec66,0.0,0,False,450,256,800,455
faf43dfc09aeb64f,0.0,0,False,256,341,600,800
0346beb9a2136988,0.0,1,False,256,455,450,800
0459b443cffdc608,0.0,0,False,411,256,800,498
0aa0606c9e208795,0.0,0,False,256,455,450,800
19b1e2599b9605c1,0.0,0,False,457,256,800,448
1c003dadc5963cb2,0.0,0,False,256,385,532,800
22a890376fcd8c7e,0.0,0,False,457,256,800,448
303a67da6fb8a016,0.0,0,False,385,256,800,532
3377ce166b2522ba,0.008986,1,True,256,386,531,800
350ea5f24e7c3967,0.0,0,False,256,341,600,800
379278c25688dba5,0.0,1,False,256,455,450,800
3a9bc1b97ab88f8b,0.0,0,False,256,455,450,800
40cfe319e10bc466,0.0,0,False,256,341,600,800
44a91014961c0cfd,0.0,1,False,256,455,450,800
44e7b5bfea62594e,0.004456,3,True,256,341,600,800
4957eb2b8b8383dc,0.0,1,False,256,341,600,800
5823e1eaf80884f1,0.0,5,False,256,455,450,800
5abd1f30f2e36fed,0.0,1,False,542,256,800,378
5ae21025f3a1a3cb,0.0,0,False,256,341,600,800
5d6de818c839b68d,0.0,4,False,256,341,600,800
5ee0b3b71a4ac775,0.0,2,False,256,457,448,800
665401274d691fd6,0.0,0,False,256,341,600,800
694f67ae321fd09f,0.0,1,False,256,341,600,800
6f0b9e96e9fbd77d,0.0,3,False,385,256,800,532
71e3282082b2007e,0.0,0,False,256,341,600,800
75d5d4d36faa604f,0.003229,2,True,450,256,800,455
7b17b0ce683d3f5f,0.0,0,False,450,256,800,455
86a24fae854a118d,0.0,1,False,256,341,600,800
929b449e7c141bb9,0.0,0,False,430,256,800,476
949dfa2771c86179,0.0,2,False,450,256,800,455
981e086da813d68f,0.0,1,False,256,386,531,800
9db6d87e17e150e0,0.0,2,False,315,256,800,651
9ef52cd9826af739,0.0,0,False,256,341,600,800
9ffb1c3d0bd73d2d,0.0,1,False,384,256,800,533
a20cde6fa087b4d1,0.0,0,False,385,256,800,532
ae43643eaef7ffb2,0.0,1,False,425,256,800,482
b09b532731812830,0.0,0,False,548,256,800,374
b6e592dd6d232e60,0.0,0,False,384,256,800,533
b76d6f56ad9f394c,0.0,0,False,256,341,600,800
bd923de21be3bbc6,0.0,0,False,394,256,800,520
c0f3083a63dc87f5,0.0,1,False,256,384,533,800
c449207f4644bec6,0.0,1,False,256,385,532,800
c595983bb3bf0267,0.0,0,False,256,341,600,800
c8c5cf3fba8290fe,0.0,0,False,381,256,800,537
c906d3bb6545b213,0.0,0,False,256,381,537,800
cfb1de8d6d093247,0.005911,4,True,256,341,600,800
d0f4ec3080b80ee2,0.0,2,False,450,256,800,455
d99fc38871c72697,0.0,0,False,256,381,537,800
da2a9986e22d34bb,0.0,2,False,256,341,600,800
dd8e81bea0725f23,0.0,1,False,256,341,600,800
dda657a2baab8768,0.0,2,False,384,256,799,533
e4a2a5a2447e7750,0.0,1,False,256,455,450,800
e92e92e9a36fb6cb,0.0,1,False,508,256,800,403
ea3a63d374a8b549,0.0,0,False,381,256,800,537
eb1b0c2ac5687419,0.0,0,False,341,256,800,600
eb81f2b1eab4a88f,0.0,1,False,256,455,450,800
f00e4645979e72ca,0.0,1,False,256,393,521,800
f2e904ac4c8f73f5,0.0,0,False,411,256,800,498
f5fa4b3212f1748a,0.0,2,False,256,455,450,800
f7546a445eb2c357,0.0,1,False,274,256,800,747
f782291d06144ca6,0.0,1,False,341,256,800,600
fb881c7118bd369f,0.0,1,False,256,455,450,800
fbf08ee9b5ee1ceb,0.0,4,False,256,400,512,800
fe3ba896753bddc3,0.0,2,False,381,256,800,537
fff7786c074b5729,0.0,0,False,256,386,531,800
4c7d855803526279,0.0,0,False,256,457,448,800
5dacf13a396ecbb3,0.0,0,False,477,256,800,429
b3955073ba1e6fe6,0.0,3,False,256,341,600,800
be65f45cb687d555,0.0,0,False,341,256,800,600
c2cf41025a7a80d7,0.0,1,False,370,256,800,553
c8efdb0d92b1c8a2,0.0,2,False,256,341,600,800
eb8ef71045f3e6e1,0.0,1,False,477,256,800,429
eb928833421a7381,0.0,1,False,410,256,800,499
527853e5298ddbe5,0.0,0,False,256,341,600,800
6a91189460facc77,0.0,0,False,256,384,533,800
6dfb4088e233781b,0.0,13,False,256,341,600,800
7f472a12af46a0b6,0.0,2,False,256,385,532,800
9980eb07f04585a8,0.0,1,False,256,384,533,800
ac97aa031d666746,0.0,0,False,256,372,550,800
ae6445d9314f5d8e,0.017962,1,True,256,341,600,800
bf8e0ad81443f17c,0.0,0,False,256,385,532,800
01f730f20937756e,0.0,3,False,256,341,600,800
03257c63531c038d,0.0,0,False,256,384,533,800
0d5b69646a9bec29,0.0,0,False,256,341,600,800
0e7a16d53ed9ddb5,0.004466,1,True,256,384,533,800
13595aff5ef1f0d8,0.0,0,False,256,384,533,800
15e7ca795bbb2b40,0.0,0,False,256,384,533,800
1651ec636141cf63,0.007548,5,True,256,384,533,800
16781d9efe093ea5,0.0,2,False,256,385,532,800
172eaa2570fe7f5e,0.0,5,False,256,341,600,800
17734f8780e589c4,0.0,1,False,256,384,533,800
19fb64e3c0e55c02,0.0,0,False,256,341,600,800
1b0023312892aef8,0.0,0,False,256,384,533,800
1c65370f5238f4ca,0.013723,9,True,384,256,800,533
22cc13b60068feaa,0.0,0,False,256,384,533,800
242cee6e365c1995,0.0,0,False,256,384,533,800
267e6ff110e9efa9,0.0,0,False,256,385,532,800
2b2cc79db8960120,0.0,2,False,256,384,533,800
300538e34f8958a4,0.0,1,False,256,341,600,800
32800afb1d589a24,0.0,0,False,256,384,533,800
33ef4b3afa4045b0,0.0,0,False,256,384,533,800
3ac84855d6c02568,0.0,0,False,256,311,658,800
415be6325ba76fa0,0.0,0,False,256,384,533,800
4456d7152b5c8c9e,0.0,0,False,256,385,532,800
466d4e3ac9bab200,0.0,0,False,256,384,533,800
47f476381c58e95c,0.0,0,False,256,384,533,800
48e935721bb9ec30,0.0,1,False,256,385,532,800
49ed4f9d522a2184,0.0,0,False,256,384,533,800
4c38bc5cd5f08afa,0.0,4,False,256,384,533,800
4c91a34b04b623c5,0.0,0,False,256,317,646,800
4df537f5ba808662,0.0,0,False,256,341,600,800
4e0ce7cffdb82c12,0.0,0,False,256,384,533,800
5b3d05d575f4c7ec,0.0,1,False,256,384,533,800
61be0ddc3c311484,0.0,1,False,256,341,600,800
6412cbeb38009a71,0.0,0,False,256,384,533,800
6604b6aee5bf8183,0.0,1,False,256,384,533,800
70f0bee5f4245e5d,0.014227,10,True,256,341,600,800
75a5a7d309d05878,0.009257,1,True,256,384,533,800
7818da2b109b9680,0.0,0,False,256,385,532,800
7d07289e896b3807,0.0,0,False,384,256,800,533
7f9d97f4cca17390,0.0,0,False,256,341,600,800
85fe1e5a437dbc07,0.0,2,False,256,456,449,800
886371b9c3855c30,0.0,0,False,256,384,533,800
936d7f47186c2440,0.0,1,False,256,385,532,800
94b5fa26b28d96f2,0.057574,11,True,256,341,600,800
98707dd92d168a20,0.050975,6,True,384,256,800,533
9d9226c315c4de78,0.003013,1,True,256,341,600,800
9f1f4d699da3c563,0.0,0,False,256,384,533,800
a57e0f27d8441145,0.003845,2,True,256,385,532,800
aaccc902707f117b,0.0,1,False,256,384,533,800
ab6ceac62190d34f,0.0,0,False,385,256,800,532
b1daa31712a39d72,0.0,0,False,256,384,533,800
b9f1852d30f67cc4,0.0,3,False,256,341,600,800
bd69e4550fb7625c,0.0,0,False,256,340,603,800
c90813159ad2e01c,0.0,0,False,256,384,533,800
ce1fc5ccedf0cc2c,0.0,0,False,256,341,600,800
d4c2324bf9e13bbc,0.0,0,False,256,384,533,800
d91c22dda88442bd,0.0,2,False,256,384,533,800
de82031475779c85,0.0,0,False,256,341,600,800
e5133bf8634926e7,0.0,0,False,256,384,533,800
e590ee3e88f22155,0.038684,2,True,256,341,600,800
ea6de6ba3c434fb7,0.0,0,False,256,384,533,800
ec19ee59f2b539a4,0.0,1,False,256,341,600,800
f5012fdc5e9d31c6,0.0,0,False,256,449,456,800
fc32105eb74dfe8c,0.0,1,False,387,256,800,529
1242dcfed510429c,0.0,0,False,256,456,449,800
13ee67568e6f5991,0.004944,3,True,256,384,533,800
1f19824f394550d7,0.0,0,False,256,385,532,800
1f8241d8204ea585,0.0,0,False,256,341,600,800
272a14c9f4ae92e5,0.0,0,False,415,256,800,493
9e13475ddf0e6d40,0.0,0,False,256,384,533,800
bf497fa5e4299de1,0.012299,1,True,256,384,533,800
fe01d933b6b303bd,0.0,0,False,256,384,533,800
037fd64aa22f1e6e,0.0,0,False,256,384,533,800
3ccb0ee4f3a3eccc,0.0,0,False,256,384,533,800
44c3ca4fc2e041ce,0.0,0,False,256,384,533,800
52642ff84f2ef25e,0.0,0,False,256,384,533,800
91ba30c2c9c39ea8,0.0,0,False,256,341,600,800
d1dbb534f2342a5a,0.0,1,False,384,256,800,533
df7371b2c0725e2a,0.0,0,False,256,384,533,800
dfb0cc293123bab5,0.0,0,False,256,384,533,800
14da278ba40a3dd6,0.0,1,False,341,256,800,600
15b9774a8110de22,0.0,0,False,256,384,533,800
16e7429a5af1d6af,0.0,0,False,256,384,533,800
178432006828d610,0.0,0,False,256,384,533,800
18398db24a0b07f8,0.0,0,False,384,256,800,533
2158b589c442d798,0.0,0,False,384,256,800,533
21f0d3b26adba1d3,0.0,0,False,384,256,800,533
2c9d1d5a19f75a5b,0.0,0,False,256,384,533,800
2e5380bf529d2c40,0.0,2,False,256,341,600,800
2eab75b1b0a0e9fb,0.0,0,False,256,384,533,800
311cf212930e9b0e,0.0,0,False,256,384,533,800
337b8eb57dadf669,0.0,0,False,256,384,533,800
3726e303c4050ca7,0.0,0,False,256,344,595,799
392225ffaebf01b7,0.0,0,False,384,256,800,533
42638bc5fd163c43,0.0,0,False,256,384,533,800
49703d0b21677e2a,0.0,0,False,341,256,800,600
54815c11e0a8117c,0.0,0,False,384,256,800,533
56fa7848c36a34c8,0.0,0,False,384,256,800,533
5bd69659c44edc1e,0.0,0,False,256,384,533,800
6133b08ce9b6f54d,0.0,0,False,256,384,533,800
613db29de75b3a19,0.0,0,False,256,384,533,800
657800c5f5373ac8,0.0,0,False,256,384,533,800
6c2af412fc386925,0.0,0,False,256,384,533,800
6eeea8b7da9b8614,0.0,0,False,256,384,533,800
73b144fe15a8c8d9,0.0,0,False,256,384,533,800
7479f0897100d68c,0.0,0,False,341,256,800,600
8037aa280a0d85b6,0.0,0,False,256,785,261,800
80a954656f437216,0.0,2,False,344,256,799,595
836c5e035e9462d2,0.0,0,False,384,256,800,533
8b1a43c3b5d61c11,0.0,0,False,384,256,800,533
8ecbec66ca903f0d,0.0,0,False,384,256,800,533
8fffa7635a85b35a,0.0,0,False,384,256,800,533
91ac5e40fc2c3c9f,0.0,0,False,256,341,600,800
95f92c2f945582c8,0.0,0,False,341,256,800,600
98d2affa41d08abc,0.0,0,False,341,256,800,600
9c9f0b77ad06d93b,0.0,0,False,256,384,533,800
9d3b3484e19b8993,0.006887,8,True,256,384,533,800
a57e9406b645a835,0.0,0,False,256,384,533,800
ab8d2d1c182d3ec0,0.0,3,False,256,384,533,800
b73ed8d55a232f81,0.0,0,False,256,384,533,800
bc8e2823b0164fe7,0.0,0,False,384,256,800,533
be72757e7a7ec79f,0.0,0,False,384,256,800,533
c4582c681851556a,0.004456,1,True,256,384,533,800
c5142b469804f3be,0.0,0,False,195,800,195,800
c53e87def4a4098c,0.0,0,False,256,341,600,800
c8dc85ae806d5978,0.0,0,False,256,384,533,800
cb7f02db6425df88,0.0,0,False,384,256,800,533
cca575866c26b771,0.0,0,False,256,384,533,800
ccedeff2ec67670c,0.0,0,False,256,341,600,800
cd7b4b9821f4ac7e,0.0,2,False,256,384,533,800
cf5d2678a7221ca2,0.0,0,False,256,384,533,800
cf64dea565a9a8a2,0.0,0,False,256,384,533,800
d0246b6a041ca11c,0.0,0,False,256,384,533,800
d5f9abda5d7d3576,0.0,1,False,256,341,600,800
d89903ad3d0f3ec5,0.0,0,False,341,256,800,600
dc01623a1b808e1a,0.0,0,False,256,384,533,800
e3931b372d72c019,0.0,0,False,384,256,800,533
e538aa2cb7510bd9,0.0,0,False,256,384,533,800
e5b0cffb10a9ab1b,0.0,0,False,256,384,533,800
f30079b5423b3ddf,0.0,0,False,384,256,800,533
f5dd08eaeefbb143,0.0,1,False,256,384,533,800
f98ee8d076b8f715,0.006948,4,True,256,384,533,800
fb7f1aad93fefd78,0.0,0,False,256,341,600,800
fee61b11fa7f6cfe,0.0,0,False,256,341,600,800
2dc894232589f786,0.0,0,False,256,384,533,800
a1fb2243e8cb8a91,0.0,0,False,256,384,533,800
a282aad2dd78fa8b,0.0,2,False,256,384,533,800
a69d96c9dbcaa36f,0.0,0,False,137,800,137,800
af362b376279e954,0.0,0,False,256,384,533,800
bc56b3c12db4bc57,0.0,0,False,256,384,533,800
d7ca8bae09938885,0.0,0,False,384,256,800,533
f437d8c86358354e,0.0,2,False,256,384,533,800
1a482fcd8946daf2,0.0,2,False,256,341,600,800
37a4e3572a9bf08c,0.0,0,False,341,256,800,600
63a5b9abb6975edd,0.0,0,False,341,256,800,600
6de5284339dea94f,0.031997,2,True,256,455,450,800
96d096b9e087130d,0.071554,14,True,256,384,533,800
9e6898dd346accf2,0.003792,1,True,256,341,600,800
bb560d2b8890259f,0.016599,3,True,256,341,600,800
d72ccf5bc94d1e1a,0.034761,4,True,256,455,450,800
069ffd63d3434d61,0.217043,27,True,256,341,600,800
0813252e426debc9,0.0,1,False,256,341,600,800
09ddfe4667663688,0.0,0,False,256,385,532,800
151814cce2a45508,0.032315,3,True,256,455,450,800
1c73c6845172320d,0.00315,1,True,256,341,600,800
1ed52839dcbcaede,0.0,0,False,341,256,800,600
23cde943736737d3,0.089176,7,True,256,456,449,800
2703218a8f4ed43f,0.0,0,False,256,341,600,800
27238253be85b9e2,0.0,1,False,256,384,533,800
2c0d3621a8f95284,0.0,1,False,256,341,600,800
3645f11e485f0878,0.0,0,False,256,341,600,800
3971941ccaf8916f,0.039337,22,True,256,455,450,800
42003f235db25e2b,0.0,0,False,256,341,600,800
423f18efb38c0ff7,0.043828,6,True,256,341,600,800
4268a6bc3e7c389f,0.033404,12,True,256,341,600,800
43446f79bd0851db,0.0,0,False,256,387,529,800
4392de2bcd6e9b16,0.030253,10,True,256,341,600,800
4504c664707e9e6e,0.0,0,False,256,341,600,800
49cf4968248e08d3,0.017091,11,True,256,341,600,800
5119ab0d9f4a3ef9,0.0,0,False,256,455,450,800
54de56fe04be55f4,0.004708,1,True,256,341,600,800
5a72bc156fd24a14,0.01968,20,True,256,341,600,800
5b450f59e75b094d,0.0,0,False,341,256,800,600
63c3c5e697c07204,0.0,1,False,256,341,600,800
68f4913e26b87aab,0.02637,11,True,256,341,600,800
6a3f4b504717311c,0.011971,6,True,256,341,600,800
6bfed3080d164ef2,0.0,1,False,341,256,800,600
71a900602c1c3975,0.085869,2,True,341,256,800,600
7a3f0bd9f7f0a56e,0.0,0,False,256,456,449,800
818de3112c1a50ba,0.0,0,False,256,341,600,800
8606b06839c00c7a,0.041766,1,True,341,256,800,600
86f0cfb8b5377796,0.0,0,False,256,341,600,800
8878fe5a702f7f66,0.117427,27,True,256,456,449,800
90a8a9e79c4128ba,0.0,1,False,256,341,600,800
aaa2aa4495c7883a,0.0,0,False,256,455,450,800
ac06328d97d64c49,0.0,0,False,341,256,800,600
add4885c68d7fadb,0.007194,2,True,256,455,450,800
aebbf53853e8f454,0.032762,4,True,256,385,532,800
b85c6a73f458680c,0.0,0,False,256,385,532,800
ba848565b558e269,0.0,0,False,256,385,532,800
baab49d5770d86a5,0.0,0,False,341,256,800,600
c1d7d92ea7ce660e,0.0,2,False,256,341,600,800
c4adea8304587f2e,0.0,0,False,256,341,600,800
cb852cbbe719bcaa,0.0,0,False,256,341,600,800
cc522f055975068d,0.0,1,False,256,341,600,800
cc8449e33b793262,0.003127,1,True,256,341,600,800
cec16b81e322fd24,0.0017,11,True,256,386,531,800
d282c2f3d9299f0a,0.013746,1,True,256,341,600,800
d46d4ec1fde9e831,0.0,0,False,341,256,800,600
d5457504d5375e4a,0.0,0,False,256,341,600,800
d98159d4f6861cb5,0.0,0,False,256,385,532,800
dccd696ba57901b3,0.0,0,False,341,256,800,600
dd4c8956f61ccc3e,0.0,0,False,256,341,600,800
e1d7300c65a280b8,0.0,1,False,341,256,800,600
e71f4ebcec1210f9,0.209998,16,True,256,341,600,800
e83f5496f32d8c67,0.0,0,False,341,256,800,600
e8800f0957c26648,0.083139,6,True,455,256,800,450
ea3b20dd91ebbed2,0.010814,3,True,341,256,800,600
edfa1018bcd26d6f,0.039114,26,True,256,455,450,800
eea337ede94800d9,0.02881,10,True,256,341,600,800
efd8e8cfc144add7,0.007246,3,True,256,455,450,800
f0f27a6eecdb7159,0.082713,33,True,256,384,533,800
f70c7a90db3ca5f3,0.0,0,False,256,341,600,800
fc87385becf5a72a,0.084907,17,True,256,341,600,800
423b85fa66f61390,0.003168,1,True,256,455,450,800
4f7ea72f650642b0,0.050649,24,True,256,385,532,800
71a954248f00ccbf,0.0,0,False,256,455,450,800
8e82344106a720c9,0.0,2,False,256,341,600,800
abe9d2372f9fcaf7,0.006495,6,True,256,341,600,800
b2fcb1021ef7076b,0.081589,8,True,371,256,800,552
dd63d8b3d44d8ee7,0.0,0,False,256,341,600,800
f4ca0cc884ff6e44,0.0,1,False,341,256,800,600
2c61ac35e1e528dd,0.0,0,False,256,509,402,800
2cbeb6dd6163f747,0.0,1,False,256,485,422,799
41c5945f5997c574,0.0,1,False,256,555,369,800
75fd7f59e23bb203,0.0,1,False,256,445,460,800
85e383ee589e0fa0,0.008968,14,True,256,480,427,800
a62cf344102846a3,0.002399,3,True,256,381,538,800
b82eec1bfa939795,0.0,5,False,256,409,501,800
eca8e4ced7edaac4,0.0,0,False,256,566,362,800
0013283308ab535b,0.0,0,False,256,465,440,799
006f5c974c19daf0,0.0,1,False,256,567,361,800
05a887cc1f9c508f,0.0,0,False,256,409,501,800
0a066dfb4acf516b,0.0,1,False,256,455,450,800
0c4099af8b1b8d4b,0.03042,13,True,256,508,403,800
0d4a36d02268f649,0.0,1,False,256,538,381,800
17c0220a1c3b38c3,0.0,0,False,256,557,368,800
245f09caff3cb8fe,0.0,0,False,256,540,379,800
